Lake,Date,Year,Month,Species,Pounds
West Swan Lake,9/26/1995,1995,9,CAP,4200
West Swan Lake,9/27/1995,1995,9,BMB,13250
West Swan Lake,9/27/1995,1995,9,FWD,0
West Swan Lake,9/27/1995,1995,9,CAP,3200
High Lake,9/28/1995,1995,9,BMB,200
High Lake,9/28/1995,1995,9,FWD,0
High Lake,9/28/1995,1995,9,CAP,5200
Ingham Lake,10/4/1995,1995,10,BMB,7200
Ingham Lake,10/4/1995,1995,10,FWD,0
Ingham Lake,10/4/1995,1995,10,CAP,4000
High Lake,10/5/1995,1995,10,BMB,200
High Lake,10/5/1995,1995,10,FWD,0
High Lake,10/5/1995,1995,10,CAP,300
Silver Lake (Palo Alto),10/23/1995,1995,10,BMB,0
Silver Lake (Palo Alto),10/23/1995,1995,10,FWD,0
Silver Lake (Palo Alto),10/23/1995,1995,10,CAP,5200
Silver Lake (Palo Alto),10/24/1995,1995,10,BMB,0
Ingham Lake,10/24/1995,1995,10,BMB,9900
Silver Lake (Palo Alto),10/24/1995,1995,10,FWD,0
Ingham Lake,10/24/1995,1995,10,FWD,0
Silver Lake (Palo Alto),10/24/1995,1995,10,CAP,21800
Ingham Lake,10/24/1995,1995,10,CAP,5400
Ingham Lake,10/25/1995,1995,10,BMB,14300
Ingham Lake,10/25/1995,1995,10,FWD,0
Ingham Lake,10/25/1995,1995,10,CAP,25540
Elk Lake,10/30/1995,1995,10,BMB,0
Elk Lake,10/30/1995,1995,10,FWD,0
Elk Lake,10/30/1995,1995,10,CAP,1900
Silver Lake (Palo Alto),10/31/1995,1995,10,BMB,0
Silver Lake (Palo Alto),10/31/1995,1995,10,FWD,0
Silver Lake (Palo Alto),10/31/1995,1995,10,CAP,8500
West Swan Lake,11/1/1995,1995,11,BMB,2630
West Swan Lake,11/1/1995,1995,11,FWD,0
West Swan Lake,11/1/1995,1995,11,CAP,9600
Ingham Lake,11/3/1995,1995,11,BMB,1300
Ingham Lake,11/3/1995,1995,11,FWD,0
Ingham Lake,11/3/1995,1995,11,CAP,300
Lost Island Lake,3/26/1996,1996,3,BMB,0
Lost Island Lake,3/26/1996,1996,3,FWD,50
Lost Island Lake,3/26/1996,1996,3,CAP,3500
Tuttle Lake,4/8/1996,1996,4,BMB,19200
Tuttle Lake,4/8/1996,1996,4,FWD,0
Tuttle Lake,4/8/1996,1996,4,CAP,12700
Tuttle Lake,4/9/1996,1996,4,BMB,11050
Tuttle Lake,4/9/1996,1996,4,FWD,0
Tuttle Lake,4/9/1996,1996,4,CAP,8500
Lost Island Lake,4/10/1996,1996,4,BMB,44000
Lost Island Lake,4/10/1996,1996,4,FWD,500
Lost Island Lake,4/10/1996,1996,4,CAP,4500
Center Lake,4/20/1996,1996,4,BMB,1400
Center Lake,4/20/1996,1996,4,FWD,0
Center Lake,4/20/1996,1996,4,CAP,1500
Center Lake,4/21/1996,1996,4,BMB,0
Center Lake,4/21/1996,1996,4,FWD,0
Center Lake,4/21/1996,1996,4,CAP,0
Spirit Lake,4/24/1996,1996,4,BMB,0
Spirit Lake,4/24/1996,1996,4,FWD,200
Spirit Lake,4/24/1996,1996,4,CAP,6500
Lower Gar,4/25/1996,1996,4,BMB,1600
Lower Gar,4/25/1996,1996,4,FWD,500
Lower Gar,4/25/1996,1996,4,CAP,3600
Lower Gar,4/26/1996,1996,4,BMB,2400
Lower Gar,4/26/1996,1996,4,FWD,3100
Lower Gar,4/26/1996,1996,4,CAP,5600
Tuttle Lake,4/29/1996,1996,4,BMB,12900
Minnewashta,4/29/1996,1996,4,BMB,2300
Tuttle Lake,4/29/1996,1996,4,FWD,0
Minnewashta,4/29/1996,1996,4,FWD,2200
Tuttle Lake,4/29/1996,1996,4,CAP,3200
Minnewashta,4/29/1996,1996,4,CAP,7600
Tuttle Lake,4/30/1996,1996,4,BMB,9480
Tuttle Lake,4/30/1996,1996,4,FWD,0
Tuttle Lake,4/30/1996,1996,4,CAP,8000
Spirit Lake,5/6/1996,1996,5,BMB,12400
Spirit Lake,5/6/1996,1996,5,FWD,15500
Spirit Lake,5/6/1996,1996,5,CAP,13200
Tuttle Lake,5/7/1996,1996,5,BMB,2420
Tuttle Lake,5/7/1996,1996,5,FWD,0
Tuttle Lake,5/7/1996,1996,5,CAP,8800
Tuttle Lake,5/8/1996,1996,5,BMB,9255
Spirit Lake,5/8/1996,1996,5,BMB,1100
Tuttle Lake,5/8/1996,1996,5,FWD,0
Spirit Lake,5/8/1996,1996,5,FWD,3100
Tuttle Lake,5/8/1996,1996,5,CAP,8500
Spirit Lake,5/8/1996,1996,5,CAP,1700
East Okoboji Lake,5/11/1996,1996,5,BMB,1100
East Okoboji Lake,5/11/1996,1996,5,FWD,5700
East Okoboji Lake,5/11/1996,1996,5,CAP,17200
Silver Lake (Palo Alto),5/13/1996,1996,5,BMB,0
Spirit Lake,5/13/1996,1996,5,BMB,600
Silver Lake (Palo Alto),5/13/1996,1996,5,FWD,0
Spirit Lake,5/13/1996,1996,5,FWD,2700
Silver Lake (Palo Alto),5/13/1996,1996,5,CAP,800
Spirit Lake,5/13/1996,1996,5,CAP,37500
Minnewashta,5/17/1996,1996,5,BMB,1500
Minnewashta,5/17/1996,1996,5,FWD,3200
Minnewashta,5/17/1996,1996,5,CAP,500
East Okoboji Lake,5/20/1996,1996,5,BMB,3100
East Okoboji Lake,5/20/1996,1996,5,FWD,5400
East Okoboji Lake,5/20/1996,1996,5,CAP,23200
Spirit Lake,5/22/1996,1996,5,BMB,15500
Spirit Lake,5/22/1996,1996,5,FWD,8100
Spirit Lake,5/22/1996,1996,5,CAP,92500
Spirit Lake,5/30/1996,1996,5,BMB,200
Spirit Lake,5/30/1996,1996,5,FWD,1500
Spirit Lake,5/30/1996,1996,5,CAP,9500
East Okoboji Lake,5/31/1996,1996,5,BMB,2700
East Okoboji Lake,5/31/1996,1996,5,FWD,3600
East Okoboji Lake,5/31/1996,1996,5,CAP,9300
Spirit Lake,6/3/1996,1996,6,BMB,200
Spirit Lake,6/3/1996,1996,6,FWD,2100
Spirit Lake,6/3/1996,1996,6,CAP,19700
Spirit Lake,6/4/1996,1996,6,BMB,0
Spirit Lake,6/4/1996,1996,6,FWD,0
Spirit Lake,6/4/1996,1996,6,CAP,0
Spirit Lake,6/6/1996,1996,6,BMB,5100
Spirit Lake,6/6/1996,1996,6,FWD,1600
Spirit Lake,6/6/1996,1996,6,CAP,18300
East Okoboji Lake,6/10/1996,1996,6,BMB,1800
East Okoboji Lake,6/10/1996,1996,6,FWD,1700
East Okoboji Lake,6/10/1996,1996,6,CAP,8600
Iowa Lake,9/23/1996,1996,9,BMB,625
Iowa Lake,9/23/1996,1996,9,FWD,0
Iowa Lake,9/23/1996,1996,9,CAP,4700
Ingham Lake,9/24/1996,1996,9,BMB,1225
Ingham Lake,9/24/1996,1996,9,FWD,0
Ingham Lake,9/24/1996,1996,9,CAP,4100
Ingham Lake,9/25/1996,1996,9,BMB,3100
Ingham Lake,9/25/1996,1996,9,FWD,0
Ingham Lake,9/25/1996,1996,9,CAP,4800
Little Swan Lake,9/30/1996,1996,9,BMB,4200
Little Swan Lake,9/30/1996,1996,9,FWD,0
Little Swan Lake,9/30/1996,1996,9,CAP,1040
Little Swan Lake,10/1/1996,1996,10,BMB,3480
Little Swan Lake,10/1/1996,1996,10,FWD,0
Little Swan Lake,10/1/1996,1996,10,CAP,1125
Tuttle Lake,10/3/1996,1996,10,BMB,1025
Tuttle Lake,10/3/1996,1996,10,FWD,0
Tuttle Lake,10/3/1996,1996,10,CAP,13810
Little Spirit Lake,10/7/1996,1996,10,BMB,300
Little Spirit Lake,10/7/1996,1996,10,FWD,250
Little Spirit Lake,10/7/1996,1996,10,CAP,16500
Little Spirit Lake,10/10/1996,1996,10,BMB,350
Little Spirit Lake,10/10/1996,1996,10,FWD,700
Little Spirit Lake,10/10/1996,1996,10,CAP,6500
West Swan Lake,10/21/1996,1996,10,BMB,3450
Center Lake,10/21/1996,1996,10,BMB,800
West Swan Lake,10/21/1996,1996,10,FWD,0
Center Lake,10/21/1996,1996,10,FWD,400
West Swan Lake,10/21/1996,1996,10,CAP,3420
Center Lake,10/21/1996,1996,10,CAP,1400
West Swan Lake,10/22/1996,1996,10,BMB,2100
Silver Lake (Dickinson),10/22/1996,1996,10,BMB,550
West Swan Lake,10/22/1996,1996,10,FWD,0
Silver Lake (Dickinson),10/22/1996,1996,10,FWD,100
West Swan Lake,10/22/1996,1996,10,CAP,175
Silver Lake (Dickinson),10/22/1996,1996,10,CAP,1000
Ingham Lake,10/23/1996,1996,10,BMB,2720
Ingham Lake,10/23/1996,1996,10,FWD,0
Ingham Lake,10/23/1996,1996,10,CAP,13365
Silver Lake (Dickinson),10/24/1996,1996,10,BMB,4200
Silver Lake (Dickinson),10/24/1996,1996,10,FWD,200
Silver Lake (Dickinson),10/24/1996,1996,10,CAP,2000
East Okoboji Lake,10/25/1996,1996,10,BMB,0
East Okoboji Lake,10/25/1996,1996,10,FWD,1200
East Okoboji Lake,10/25/1996,1996,10,CAP,50
Silver Lake (Dickinson),10/26/1996,1996,10,BMB,100
Silver Lake (Dickinson),10/26/1996,1996,10,FWD,50
Silver Lake (Dickinson),10/26/1996,1996,10,CAP,100
Silver Lake (Dickinson),10/28/1996,1996,10,BMB,2500
Silver Lake (Dickinson),10/28/1996,1996,10,FWD,0
Silver Lake (Dickinson),10/28/1996,1996,10,CAP,5000
High Lake,10/31/1996,1996,10,BMB,1900
High Lake,10/31/1996,1996,10,FWD,0
High Lake,10/31/1996,1996,10,CAP,13600
High Lake,11/1/1996,1996,11,BMB,17100
High Lake,11/1/1996,1996,11,FWD,0
High Lake,11/1/1996,1996,11,CAP,132095
Silver Lake (Dickinson),11/5/1996,1996,11,BMB,700
Silver Lake (Dickinson),11/5/1996,1996,11,FWD,50
Silver Lake (Dickinson),11/5/1996,1996,11,CAP,10400
West Okoboji Lake,2/6/1997,1997,2,BMB,0
West Okoboji Lake,2/6/1997,1997,2,FWD,0
West Okoboji Lake,2/6/1997,1997,2,CAP,0
West Okoboji Lake,2/12/1997,1997,2,BMB,1100
West Okoboji Lake,2/12/1997,1997,2,FWD,0
West Okoboji Lake,2/12/1997,1997,2,CAP,15700
West Okoboji Lake,2/13/1997,1997,2,BMB,16100
West Okoboji Lake,2/13/1997,1997,2,FWD,0
West Okoboji Lake,2/13/1997,1997,2,CAP,29200
West Okoboji Lake,2/14/1997,1997,2,BMB,6200
West Okoboji Lake,2/14/1997,1997,2,FWD,0
West Okoboji Lake,2/14/1997,1997,2,CAP,13500
West Okoboji Lake,2/17/1997,1997,2,BMB,14300
West Okoboji Lake,2/17/1997,1997,2,FWD,0
West Okoboji Lake,2/17/1997,1997,2,CAP,42900
East Okoboji Lake,2/19/1997,1997,2,BMB,0
East Okoboji Lake,2/19/1997,1997,2,FWD,0
East Okoboji Lake,2/19/1997,1997,2,CAP,3200
West Okoboji Lake,2/20/1997,1997,2,BMB,0
West Okoboji Lake,2/20/1997,1997,2,FWD,0
West Okoboji Lake,2/20/1997,1997,2,CAP,0
West Okoboji Lake,2/24/1997,1997,2,BMB,0
West Okoboji Lake,2/24/1997,1997,2,FWD,0
West Okoboji Lake,2/24/1997,1997,2,CAP,0
West Okoboji Lake,2/25/1997,1997,2,BMB,8100
West Okoboji Lake,2/25/1997,1997,2,FWD,0
West Okoboji Lake,2/25/1997,1997,2,CAP,31500
West Okoboji Lake,2/26/1997,1997,2,BMB,2500
West Okoboji Lake,2/26/1997,1997,2,FWD,0
West Okoboji Lake,2/26/1997,1997,2,CAP,17500
East Okoboji Lake,2/27/1997,1997,2,BMB,10500
East Okoboji Lake,2/27/1997,1997,2,FWD,0
East Okoboji Lake,2/27/1997,1997,2,CAP,37900
Spirit Lake,3/2/1997,1997,3,BMB,300
Spirit Lake,3/2/1997,1997,3,FWD,550
Spirit Lake,3/2/1997,1997,3,CAP,390
East Okoboji Lake,3/3/1997,1997,3,BMB,22900
East Okoboji Lake,3/3/1997,1997,3,FWD,4800
East Okoboji Lake,3/3/1997,1997,3,CAP,123500
East Okoboji Lake,3/5/1997,1997,3,BMB,200
East Okoboji Lake,3/5/1997,1997,3,FWD,4200
East Okoboji Lake,3/5/1997,1997,3,CAP,6050
East Okoboji Lake,3/6/1997,1997,3,BMB,2100
East Okoboji Lake,3/6/1997,1997,3,FWD,4300
East Okoboji Lake,3/6/1997,1997,3,CAP,10400
East Okoboji Lake,3/7/1997,1997,3,BMB,1800
East Okoboji Lake,3/7/1997,1997,3,FWD,100
East Okoboji Lake,3/7/1997,1997,3,CAP,17900
West Okoboji Lake,3/16/1997,1997,3,BMB,10500
West Okoboji Lake,3/16/1997,1997,3,FWD,0
West Okoboji Lake,3/16/1997,1997,3,CAP,67300
Iowa Lake,4/4/1997,1997,4,BMB,6455
Iowa Lake,4/4/1997,1997,4,FWD,870
Iowa Lake,4/4/1997,1997,4,CAP,4300
Elk Lake,4/15/1997,1997,4,BMB,3200
Elk Lake,4/15/1997,1997,4,FWD,0
Elk Lake,4/15/1997,1997,4,CAP,3300
East Okoboji Lake,4/16/1997,1997,4,BMB,900
East Okoboji Lake,4/16/1997,1997,4,FWD,1100
East Okoboji Lake,4/16/1997,1997,4,CAP,8400
Elk Lake,4/17/1997,1997,4,BMB,10700
Center Lake,4/17/1997,1997,4,BMB,0
Elk Lake,4/17/1997,1997,4,FWD,0
Center Lake,4/17/1997,1997,4,FWD,0
Elk Lake,4/17/1997,1997,4,CAP,5700
Center Lake,4/17/1997,1997,4,CAP,299
Spirit Lake,4/21/1997,1997,4,BMB,18600
Spirit Lake,4/21/1997,1997,4,FWD,16950
Spirit Lake,4/21/1997,1997,4,CAP,42500
Spirit Lake,4/23/1997,1997,4,BMB,0
Spirit Lake,4/23/1997,1997,4,FWD,1500
Spirit Lake,4/23/1997,1997,4,CAP,2100
Spirit Lake,4/24/1997,1997,4,BMB,0
Spirit Lake,4/24/1997,1997,4,FWD,0
Spirit Lake,4/24/1997,1997,4,CAP,900
Spirit Lake,4/25/1997,1997,4,BMB,0
Spirit Lake,4/25/1997,1997,4,BMB,0
Spirit Lake,4/25/1997,1997,4,FWD,0
Spirit Lake,4/25/1997,1997,4,FWD,3300
Spirit Lake,4/25/1997,1997,4,CAP,6500
Spirit Lake,4/25/1997,1997,4,CAP,7800
Little Spirit Lake,4/28/1997,1997,4,BMB,0
Little Spirit Lake,4/28/1997,1997,4,FWD,350
Little Spirit Lake,4/28/1997,1997,4,CAP,10340
Center Lake,4/29/1997,1997,4,BMB,0
Center Lake,4/29/1997,1997,4,FWD,0
Center Lake,4/29/1997,1997,4,CAP,220
Spirit Lake,4/30/1997,1997,4,BMB,0
Spirit Lake,4/30/1997,1997,4,FWD,0
Spirit Lake,4/30/1997,1997,4,CAP,7050
Spirit Lake,5/5/1997,1997,5,BMB,0
Spirit Lake,5/5/1997,1997,5,FWD,0
Spirit Lake,5/5/1997,1997,5,CAP,0
East Okoboji Lake,5/6/1997,1997,5,BMB,6625
Center Lake,5/6/1997,1997,5,BMB,400
East Okoboji Lake,5/6/1997,1997,5,FWD,5140
Center Lake,5/6/1997,1997,5,FWD,0
East Okoboji Lake,5/6/1997,1997,5,CAP,23160
Center Lake,5/6/1997,1997,5,CAP,17111
Spirit Lake,5/9/1997,1997,5,BMB,0
Spirit Lake,5/9/1997,1997,5,FWD,0
Spirit Lake,5/9/1997,1997,5,CAP,7810
Little Spirit Lake,5/12/1997,1997,5,BMB,0
Little Spirit Lake,5/12/1997,1997,5,FWD,660
Little Spirit Lake,5/12/1997,1997,5,CAP,10770
Little Spirit Lake,5/16/1997,1997,5,BMB,110
Little Spirit Lake,5/16/1997,1997,5,FWD,140
Little Spirit Lake,5/16/1997,1997,5,CAP,640
East Okoboji Lake,5/19/1997,1997,5,BMB,1550
East Okoboji Lake,5/19/1997,1997,5,FWD,920
East Okoboji Lake,5/19/1997,1997,5,CAP,8940
Spirit Lake,5/20/1997,1997,5,BMB,2000
Spirit Lake,5/20/1997,1997,5,FWD,1750
Spirit Lake,5/20/1997,1997,5,CAP,12700
Spirit Lake,5/21/1997,1997,5,BMB,700
Spirit Lake,5/21/1997,1997,5,FWD,1100
Spirit Lake,5/21/1997,1997,5,CAP,5400
Spirit Lake,5/27/1997,1997,5,BMB,300
Spirit Lake,5/27/1997,1997,5,FWD,275
Spirit Lake,5/27/1997,1997,5,CAP,1700
Spirit Lake,5/28/1997,1997,5,BMB,0
Spirit Lake,5/28/1997,1997,5,BMB,900
Spirit Lake,5/28/1997,1997,5,FWD,0
Spirit Lake,5/28/1997,1997,5,FWD,1100
Spirit Lake,5/28/1997,1997,5,CAP,11200
Spirit Lake,5/28/1997,1997,5,CAP,17100
Spirit Lake,5/30/1997,1997,5,BMB,100
Spirit Lake,5/30/1997,1997,5,FWD,0
Spirit Lake,5/30/1997,1997,5,CAP,350
Center Lake,6/2/1997,1997,6,BMB,478
Center Lake,6/2/1997,1997,6,FWD,0
Center Lake,6/2/1997,1997,6,CAP,4466
Lower Gar,6/3/1997,1997,6,BMB,1200
Lower Gar,6/3/1997,1997,6,FWD,3500
Lower Gar,6/3/1997,1997,6,CAP,11200
Lower Gar,6/4/1997,1997,6,BMB,800
Lower Gar,6/4/1997,1997,6,FWD,3600
Lower Gar,6/4/1997,1997,6,CAP,3900
Spirit Lake,6/5/1997,1997,6,BMB,16200
Spirit Lake,6/5/1997,1997,6,FWD,4600
Spirit Lake,6/5/1997,1997,6,CAP,31400
East Okoboji Lake,6/11/1997,1997,6,BMB,650
East Okoboji Lake,6/11/1997,1997,6,FWD,400
East Okoboji Lake,6/11/1997,1997,6,CAP,5600
Iowa Lake,9/22/1997,1997,9,BMB,250
Iowa Lake,9/22/1997,1997,9,FWD,175
Iowa Lake,9/22/1997,1997,9,CAP,3460
West Swan Lake,9/23/1997,1997,9,BMB,2250
West Swan Lake,9/23/1997,1997,9,FWD,0
West Swan Lake,9/23/1997,1997,9,CAP,6700
West Swan Lake,9/24/1997,1997,9,BMB,1623
West Swan Lake,9/24/1997,1997,9,FWD,0
West Swan Lake,9/24/1997,1997,9,CAP,20840
Elk Lake,10/20/1997,1997,10,BMB,5000
Elk Lake,10/20/1997,1997,10,FWD,0
Elk Lake,10/20/1997,1997,10,CAP,1150
Elk Lake,10/21/1997,1997,10,BMB,1900
Elk Lake,10/21/1997,1997,10,FWD,0
Elk Lake,10/21/1997,1997,10,CAP,3236
Elk Lake,10/22/1997,1997,10,BMB,3000
Elk Lake,10/22/1997,1997,10,FWD,0
Elk Lake,10/22/1997,1997,10,CAP,2850
Silver Lake (Dickinson),10/25/1997,1997,10,BMB,200
Silver Lake (Dickinson),10/25/1997,1997,10,FWD,150
Silver Lake (Dickinson),10/25/1997,1997,10,CAP,400
Silver Lake (Dickinson),10/26/1997,1997,10,BMB,350
Silver Lake (Dickinson),10/26/1997,1997,10,FWD,160
Silver Lake (Dickinson),10/26/1997,1997,10,CAP,900
Virgin Lake,10/28/1997,1997,10,BMB,1100
Virgin Lake,10/28/1997,1997,10,FWD,0
Virgin Lake,10/28/1997,1997,10,CAP,24800
Silver Lake (Dickinson),10/29/1997,1997,10,BMB,26050
Silver Lake (Dickinson),10/29/1997,1997,10,FWD,750
Silver Lake (Dickinson),10/29/1997,1997,10,CAP,24300
High Lake,10/30/1997,1997,10,BMB,1900
High Lake,10/30/1997,1997,10,FWD,0
High Lake,10/30/1997,1997,10,CAP,750
West Swan Lake,11/4/1997,1997,11,BMB,10950
Silver Lake (Dickinson),11/4/1997,1997,11,BMB,1500
West Swan Lake,11/4/1997,1997,11,FWD,0
Silver Lake (Dickinson),11/4/1997,1997,11,FWD,580
West Swan Lake,11/4/1997,1997,11,CAP,130
Silver Lake (Dickinson),11/4/1997,1997,11,CAP,5600
High Lake,11/5/1997,1997,11,BMB,7250
High Lake,11/5/1997,1997,11,FWD,0
High Lake,11/5/1997,1997,11,CAP,33900
Silver Lake (Dickinson),11/6/1997,1997,11,BMB,8500
Silver Lake (Dickinson),11/6/1997,1997,11,FWD,1920
Silver Lake (Dickinson),11/6/1997,1997,11,CAP,14850
Silver Lake (Dickinson),11/8/1997,1997,11,BMB,1050
Silver Lake (Dickinson),11/8/1997,1997,11,FWD,900
Silver Lake (Dickinson),11/8/1997,1997,11,CAP,9500
Silver Lake (Dickinson),11/9/1997,1997,11,BMB,4100
Silver Lake (Dickinson),11/9/1997,1997,11,FWD,800
Silver Lake (Dickinson),11/9/1997,1997,11,CAP,350
West Okoboji Lake,1/21/1998,1998,1,BMB,750
West Okoboji Lake,1/21/1998,1998,1,FWD,0
West Okoboji Lake,1/21/1998,1998,1,CAP,2550
West Okoboji Lake,1/22/1998,1998,1,BMB,0
West Okoboji Lake,1/22/1998,1998,1,FWD,0
West Okoboji Lake,1/22/1998,1998,1,CAP,0
West Okoboji Lake,2/3/1998,1998,2,BMB,2700
West Okoboji Lake,2/3/1998,1998,2,FWD,0
West Okoboji Lake,2/3/1998,1998,2,CAP,14300
East Okoboji Lake,2/4/1998,1998,2,BMB,4500
East Okoboji Lake,2/4/1998,1998,2,FWD,2100
East Okoboji Lake,2/4/1998,1998,2,CAP,129200
East Okoboji Lake,2/5/1998,1998,2,BMB,75
East Okoboji Lake,2/5/1998,1998,2,FWD,240
East Okoboji Lake,2/5/1998,1998,2,CAP,2900
West Okoboji Lake,2/9/1998,1998,2,BMB,0
West Okoboji Lake,2/9/1998,1998,2,BMB,0
West Okoboji Lake,2/9/1998,1998,2,FWD,0
West Okoboji Lake,2/9/1998,1998,2,FWD,0
West Okoboji Lake,2/9/1998,1998,2,CAP,0
West Okoboji Lake,2/9/1998,1998,2,CAP,0
West Okoboji Lake,2/10/1998,1998,2,BMB,1100
West Okoboji Lake,2/10/1998,1998,2,FWD,0
West Okoboji Lake,2/10/1998,1998,2,CAP,19700
Tuttle Lake,2/12/1998,1998,2,BMB,900
Tuttle Lake,2/12/1998,1998,2,FWD,0
Tuttle Lake,2/12/1998,1998,2,CAP,11550
Lost Island Lake,4/6/1998,1998,4,BMB,6650
Lost Island Lake,4/6/1998,1998,4,FWD,220
Lost Island Lake,4/6/1998,1998,4,CAP,11705
Lost Island Lake,4/9/1998,1998,4,BMB,1850
Lost Island Lake,4/9/1998,1998,4,FWD,0
Lost Island Lake,4/9/1998,1998,4,CAP,3865
Lost Island Lake,4/13/1998,1998,4,BMB,400
Iowa Lake,4/13/1998,1998,4,BMB,13880
Lost Island Lake,4/13/1998,1998,4,FWD,0
Iowa Lake,4/13/1998,1998,4,FWD,320
Lost Island Lake,4/13/1998,1998,4,CAP,539
Iowa Lake,4/13/1998,1998,4,CAP,1200
Lost Island Lake,4/14/1998,1998,4,BMB,6650
Elk Lake,4/14/1998,1998,4,BMB,2850
Lost Island Lake,4/14/1998,1998,4,FWD,0
Elk Lake,4/14/1998,1998,4,FWD,0
Lost Island Lake,4/14/1998,1998,4,CAP,1039
Elk Lake,4/14/1998,1998,4,CAP,2900
Elk Lake,4/15/1998,1998,4,BMB,530
Elk Lake,4/15/1998,1998,4,FWD,0
Elk Lake,4/15/1998,1998,4,CAP,600
Ingham Lake,4/16/1998,1998,4,BMB,0
Ingham Lake,4/16/1998,1998,4,FWD,0
Ingham Lake,4/16/1998,1998,4,CAP,250
Lost Island Lake,4/20/1998,1998,4,BMB,550
Lost Island Lake,4/20/1998,1998,4,FWD,0
Lost Island Lake,4/20/1998,1998,4,CAP,4826
Lost Island Lake,4/21/1998,1998,4,BMB,0
Lost Island Lake,4/21/1998,1998,4,FWD,0
Lost Island Lake,4/21/1998,1998,4,CAP,5945
Lost Island Lake,4/22/1998,1998,4,BMB,1750
Lost Island Lake,4/22/1998,1998,4,FWD,0
Lost Island Lake,4/22/1998,1998,4,CAP,900
Center Lake,4/23/1998,1998,4,BMB,1450
Center Lake,4/23/1998,1998,4,FWD,275
Center Lake,4/23/1998,1998,4,CAP,2817
Center Lake,4/24/1998,1998,4,BMB,0
Center Lake,4/24/1998,1998,4,FWD,0
Center Lake,4/24/1998,1998,4,CAP,0
Spirit Lake,4/27/1998,1998,4,BMB,100
Spirit Lake,4/27/1998,1998,4,FWD,1400
Spirit Lake,4/27/1998,1998,4,CAP,2740
East Okoboji Lake,4/28/1998,1998,4,BMB,150
East Okoboji Lake,4/28/1998,1998,4,FWD,896
East Okoboji Lake,4/28/1998,1998,4,CAP,305
center lake,5/5/1998,1998,5,BMB,0
center lake,5/5/1998,1998,5,FWD,0
center lake,5/5/1998,1998,5,CAP,2200
Lost Island Lake,5/6/1998,1998,5,BMB,7300
Lost Island Lake,5/6/1998,1998,5,FWD,100
Lost Island Lake,5/6/1998,1998,5,CAP,2000
Lost Island Lake,5/7/1998,1998,5,BMB,19200
Lost Island Lake,5/7/1998,1998,5,FWD,150
Lost Island Lake,5/7/1998,1998,5,CAP,4600
Lost Island Lake,5/11/1998,1998,5,BMB,5000
Lost Island Lake,5/11/1998,1998,5,FWD,50
Lost Island Lake,5/11/1998,1998,5,CAP,10650
Lost Island Lake,5/12/1998,1998,5,BMB,950
Lost Island Lake,5/12/1998,1998,5,FWD,50
Lost Island Lake,5/12/1998,1998,5,CAP,6200
Lost Island Lake,5/13/1998,1998,5,BMB,2000
Lost Island Lake,5/13/1998,1998,5,FWD,20
Lost Island Lake,5/13/1998,1998,5,CAP,4100
Lost Island Lake,5/14/1998,1998,5,BMB,150
Lost Island Lake,5/14/1998,1998,5,FWD,0
Lost Island Lake,5/14/1998,1998,5,CAP,10100
Spirit Lake,5/18/1998,1998,5,BMB,3650
Spirit Lake,5/18/1998,1998,5,FWD,250
Spirit Lake,5/18/1998,1998,5,CAP,1200
East Okoboji Lake,5/20/1998,1998,5,BMB,700
East Okoboji Lake,5/20/1998,1998,5,FWD,650
East Okoboji Lake,5/20/1998,1998,5,CAP,3100
Spirit Lake,5/21/1998,1998,5,BMB,7500
Spirit Lake,5/21/1998,1998,5,FWD,650
Spirit Lake,5/21/1998,1998,5,CAP,800
Little Swan Lake,5/26/1998,1998,5,BMB,4150
Little Swan Lake,5/26/1998,1998,5,FWD,0
Little Swan Lake,5/26/1998,1998,5,CAP,2100
Lost Island Lake,5/27/1998,1998,5,BMB,2400
Lost Island Lake,5/27/1998,1998,5,FWD,250
Lost Island Lake,5/27/1998,1998,5,CAP,25400
Lost Island Lake,5/29/1998,1998,5,BMB,12800
Lost Island Lake,5/29/1998,1998,5,FWD,200
Lost Island Lake,5/29/1998,1998,5,CAP,14050
Lost Island Lake,6/2/1998,1998,6,BMB,2000
Lost Island Lake,6/2/1998,1998,6,FWD,50
Lost Island Lake,6/2/1998,1998,6,CAP,2500
Lost Island Lake,6/3/1998,1998,6,BMB,11900
Lost Island Lake,6/3/1998,1998,6,FWD,100
Lost Island Lake,6/3/1998,1998,6,CAP,6500
Lost Island Lake,6/4/1998,1998,6,BMB,7800
Lost Island Lake,6/4/1998,1998,6,FWD,100
Lost Island Lake,6/4/1998,1998,6,CAP,6400
Lost Island Lake,6/9/1998,1998,6,BMB,5300
Lost Island Lake,6/9/1998,1998,6,FWD,50
Lost Island Lake,6/9/1998,1998,6,CAP,550
Iowa Lake,9/21/1998,1998,9,BMB,200
Iowa Lake,9/21/1998,1998,9,FWD,0
Iowa Lake,9/21/1998,1998,9,CAP,800
Ingham Lake,9/22/1998,1998,9,BMB,750
Ingham Lake,9/22/1998,1998,9,FWD,0
Ingham Lake,9/22/1998,1998,9,CAP,75
High Lake,9/23/1998,1998,9,BMB,1350
High Lake,9/23/1998,1998,9,FWD,0
High Lake,9/23/1998,1998,9,CAP,3000
High Lake,9/24/1998,1998,9,BMB,33070
High Lake,9/24/1998,1998,9,FWD,0
High Lake,9/24/1998,1998,9,CAP,13100
