Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2005180001,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/29/2005 8:20,,178,162.1,16,14,2,1.72,129,2,0.17,3.9,0.45,26.7,8.2,103,8.3,406,,22,69.35745,235.814948,0.79437,0.75492,,0.11348,67.69468,,,,,,,,,85.428415,0.292233,22.953927,46.800452,,,0.000431,,55.286172,8.543228,,,,,,,,,0.662318,,,,,,,,,15.581442,,,,0.26633,,,,,,
2005208001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,7/27/2005 13:45,,182,78.2,16,12,4,1.93,240,76,0.13,4.1,0.65,27.3,8.1,54,4.3,449,,14,16.13772,33.692373,2.01367,0.6864,,0.50948,12.17203,,0.75614,,,,,,,,0.980035,,,,,,,,,,,,,3.458162,,,,,,,,,,,,,29.254176,,,,,,,,,,
2009161031,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/10/2009 8:33,,206,14,11.2,4,4.8,1.98,151,35.6,0.97,3.9,0.5,19.7,8.2,82.6,7.5,440,,26.3,27.52202,313.485759,0.8615,0.91218,1.09532,0.18492,21.51998,2.94812,,,,,,2.653882,,,,,19.885614,,,,,207.395931,57.460639,,,,,,,,0.042483,0.287917,0.553807,,,,,,,,25.205486,,,,,,,,,,
2009195045,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,7/14/2009 14:32,,197,73,25,13.7,11.3,5.03,103.5,4.5,1.76,4.1,0.8,25.2,8.9,218.1,17.9,430,,7.2,53.69571,701.190636,3.38735,5.76746,0.09236,,44.43767,,0.01087,,,,,14.457218,,53.923001,1.115409,211.31202,86.032791,17.644379,,,,213.984886,1.579533,,,,,,,,,1.056209,,,,,,,,,98.909475,,,,1.175715,,,,,,
2009223045,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,8/11/2009 11:21,,195,53,18.5,10.5,8,3.51,86.2,4.5,1.11,4.2,0.6,25.9,8.5,97.6,7.9,460,,9.7,59.27808,532.839082,16.31312,1.03602,,0.45554,41.32479,,0.14861,,,,,36.605493,,180.75794,4.780115,55.94281,15.26053,3.184824,,,,155.649024,,,,,,,,,,16.638201,,,,,,,,,64.020145,,,,,,,,,,
2010166003,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/15/2010 11:56,,219,18,13.7,4.5,8.7,3.56,176.6,96,3.56,4.1,0.6,21.6,7.9,85.7,7.5,490,,10.6,59.89384557,914.211,0.008671818,0.433622825,,0.681082971,38.75116916,20.0192988,,,,,,11.079,,103.17,0.656,116.825,54.146,199.405,,0.624,,46.321,302.102,,,,,,,,,2.858,2.195,,,,,,,,73.474,,,,0.152,1.204,,,,,
2010215010,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,8/3/2010 10:00,,181,39,13.5,4.5,7.5,3.45,92,4,1.82,4,0.5,27.3,7.9,128.6,10.2,450,,12,62.89607392,480.6085021,0.502601302,2.830810202,0.003688817,0.27297245,57.80494117,1.10480066,0.376259323,,,,,17.77070325,,8.298831719,2.650804402,89.24080316,77.46859641,129.6934029,,8.790795122,,37.5410659,29.67766543,,,,,6.073625797,,,0.018875511,29.59677918,,,,,,,,,38.36919266,,,,5.417360683,,,,,,
2010261002,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/18/2010 9:36,,237,26,9.6,4.5,2,0.25,83.2,4,0.25,3.9,0.7,20.3,8,90.7,8.2,490,,19.9,55.86002506,611.4021171,0.122690246,0.368658274,,,55.00265064,,0.3660259,,,,,,,71.60256339,,44.53281431,217.4436172,,,2.619274733,,62.35775689,178.3515438,,,,,,,,,1.031214911,,,,,,,,,9.799486532,,,,23.64203337,0.021811943,,,,,
2011166034,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/15/2011 8:43,,238,39,12.8,4,6,1.13,78.4,5.5,1.13,3.9,1.2,21.2,8.2,109.8,9.7,500,0.3,15.1,19.1107705,374.847936,0.547841131,0.351614399,,0.123513273,18.0718645,,0.015937197,,,,,9.058671741,,10.47690707,,64.71450284,2.112304419,50.83570919,,0.019405619,,29.29199684,178.0394376,,,,,,,,,1.908577309,12.23586481,,,,,,,,16.15455855,,,,,,,,,,
2011214019,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,8/2/2011 11:42,,194,100,18,11.3,6.7,1.39,99,5.5,0.2,3.8,0.5,30.2,8.6,211.4,15.9,400,0.3,27.6,76.33836983,39.00607025,,1.962066073,,0.563064234,73.61214515,,0.201094369,,,,,,,2.276338338,0.773834666,,,,,0.079897771,,19.79231718,,,,,,,,,,4.528610883,,,,,,,,,11.55507141,,,,,,,,,,
2011256001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/13/2011 11:55,,186,51,11.8,10.6,2.5,0.25,84.4,5.5,0.2,3.8,0.8,22.6,8.4,138.3,12,440,0.3,15.1,23.55473959,716.5885328,0.003056139,0.024449108,0.073347325,0.825157407,22.6124302,,0.016299406,,,,,1.455536111,,,,,49.95749975,,,1.058348699,,136.7514893,504.2147982,,,,,0.077737449,,,,0.653512588,,,,,,,,,19.37803978,,,,3.04157089,,,,,,
2012164025,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/12/2012 16:21,,192,36,19.4,9.7,9.7,2.62,95.7,5,0.86,3.8,1,24,8.3,117.4,9.8,290,0.5,11.6,29.70759411,526.9485671,0.05397263,0.198245621,0.072655463,0.533498686,28.79317321,,0.0560485,,,,,6.197307243,,,,,,,,1.523520496,,91.48323009,394.7772013,,,,,,,,,0.617803713,0.175083228,,,,,,,,31.92976201,,,,,0.244658982,,,,,
2012213013,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,7/31/2012 16:30,,196,65,20,12,8,1.7,134,5,0.03,3.8,0.4,28.9,8.1,202.5,15.5,290,0.4,10,19.47377102,63.83636749,0.199185804,2.073215336,0.030425584,0.327075023,15.55648677,0.026622386,1.260760118,,,,,,,,37.54437336,7.659467258,,,,0.056083422,,5.16946767,,,,,,,,,,8.146030341,,,,,,,,,5.093202114,,,,0.022708224,0.053416135,,,,,0.091618968
2012255001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/11/2012 12:54,,225,82,23.5,13.5,10,1.85,198.7,10.7,0.03,3.7,0.4,21,8,92.4,8.2,300,0.5,18.3,52.14259801,42.19020479,13.84279142,2.211833572,0.160030527,4.589319901,26.83554136,2.533816683,1.969264545,,,,,,,2.858120661,,,9.644133587,4.971499948,,0.022099016,,9.16403613,,,,,,,,,,0.751591635,,,,,,,,,14.17016552,,,,,0.515890735,,,,,0.092667559
2013163001,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/12/2013 8:37,,218,6,4.9,3.1,1.6,4.13,90.3,19.9,3.23,3.9,2,20.5,7.8,105.5,9.5,500,0.3,5.2,4.20286934,434.2056913,0.21214336,0.664936844,0.075134107,0.647479214,,2.576657895,0.02651792,,,,,21.765322,,0.595721189,,57.78277461,,,,,,75.05667263,237.2707557,,,,,,,,,5.089145539,1.621780262,,,,,,,,35.02351935,,,,,,,,,,
2013211001,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,7/30/2013 16:14,,210,52,17.2,8.8,8.4,3.08,75,7,0.92,3.7,0.6,23,8,128.7,11,490,0.3,10.9,30.92059608,111.4482271,19.63916975,2.131532975,,1.863298838,7.176988701,0.109605814,,,,,,,,,7.905164345,,2.502743886,,,0.062537869,,53.43413094,35.55267267,,,,,0.125954681,,,,1.111119399,,,,,,,,,7.436390563,,,,2.971002362,0.346510365,,,,,
2013254001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/11/2013 11:40,,176,48,11.6,9.2,1.6,1.79,92,7,0.07,3.7,0.5,25.8,8.5,97.3,7.9,410,0.3,10.6,31.93151487,29.10457052,1.664022789,0.43485477,,1.786124605,27.91582066,,0.130692044,,,,,,,,,,,,,,,22.98232875,0.482661677,,,,,,,,,0.039702812,,,,,,,,,3.822453982,,,,1.777423296,,,,,,
2014168001,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/17/2014 16:44,,196,46.6,12.7,8.7,4,3.8,101.1,16.9,2.55,3.7,0.9,23.7,8.4,159.7,13.5,470,0.3,8.5,38.59946407,676.2507027,6.04080571,0.109796452,,8.543373102,0.175574281,23.68339484,0.036015237,0.010504444,,,,3.613566488,,5.642832117,,45.49805402,,,,,,75.18215348,504.1943515,,,,,,,,,7.156006712,,,,,,,,,34.96373839,,0,,,,,,,,
2014217001,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,8/5/2014 16:27,,190,30.7,9.2,7.2,1.1,5.48,44.5,2.8,2.59,3.5,0.9,25,8,145.5,11.9,450,0.3,11.3,50.52099332,67.92897195,,0.876332294,0.480884295,0.973973775,33.73703296,14.45277,,,,,,,,11.43528996,,4.527593283,,,,0.259681453,,13.4760652,18.54594589,,,,,0.343475173,,,,0.521871188,,,,,,,,,17.82735137,,0,,0.786660438,0.205037995,,,,,
2014260001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/17/2014 10:46,,196,21.8,5.8,4.7,1.1,2.93,104.5,46.3,1.87,4.1,2.6,17.2,8.2,97.1,9.3,440,0.3,4.4,9.493123108,90.94982293,0.106120061,0.196416862,0.109152062,4.429869717,0.093518303,4.504986073,0.05306003,,,,,10.70651073,,,,4.105333377,4.995675677,,,0.123109742,,28.10678118,23.01006677,,,,,,,,,0.643593648,,,,,,,,,7.596586067,,0,,11.60874611,,,,,,0.053419631
2015167001,2,1,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,6/16/2015 15:52,,202,12.7,15.8,5.7,10.1,4.49,123.8,47.3,2.95,3.9,0.7,21.7,7.7,76.9,6.7,470,0.3,14.6,2.774294198,129.0730124,0.069230043,0.413840077,0.024165844,0.289990127,1.977068107,,,,,,,4.64043137,,1.207244168,,,2.140007767,6.295099673,,,,32.79988296,37.86059485,,,,,,,,,2.35040719,8.677090301,,,,,,0.011026982,,32.86619165,,,,,0.225035489,,,,,
2015216001,2,2,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,8/4/2015 15:25,,195,53.2,14,10.5,3.5,3.33,86.3,2.2,1.84,3.7,0.9,25.8,8,136.8,11.11,470,0.31,8.4,15.41180021,392.3484309,1.505529951,8.66207775,0.155870945,0.712421907,4.375899655,,,,,,,16.17033974,,65.39295157,0.507417981,,62.13620879,,,0.140343908,,164.6277643,39.70672726,,6.060928667,,,,,,0.207598033,0.348288939,,,,,,,,,35.84068628,,,,0.287461382,0.776278024,,,,,0.145436034
2015257001,2,3,(002) Arrowhead Pond (Pottawattamie) (Pottawattamie ) ,9/14/2015 16:30,,196,119.8,21,0,21,2.52,132.3,2.2,0.23,3.7,0.4,21.8,8.2,139,12.15,430,0.28,24.8,26.74912132,356.6542089,0.004857377,0.325544537,0.016277227,0.032554454,26.36988772,,,,,,,19.72633824,,16.58463775,,25.15254326,12.23625755,,,0.073174987,,72.82569005,196.4417484,,,,,,,,5.487918927,0.416843078,,,,,,,,,5.768931919,,,,0.772021337,0.661203655,,,,,0.506899709
2000164001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,6/12/2000 9:45,,186,7,6,4,3,0.69,,,0.14,5.8,3.18,23.1,8.4,104,8.9,463,,2,16.19096,,0.98081,,7.75732,0.13339,2.82211,4.41363,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000193001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,7/11/2000 0:00,,191,13.7,4,,,0.91,,,0.06,5.8,1.98,27.3,7.3,92,7.3,796,,3,12.14986,13.41071,0.03201,1.3776,0.02801,0.03201,5.51258,5.16765,,,,,,,,,,6.841516,,,,,,0.480015,4.02479,,,,,,,,,0.046258,,,,,,,,,2.018131,,,,,,,,,,
2000216001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,8/3/2000 10:20,,174,3,4,3,0.5,0.67,,,0.17,5.6,2.08,,,,,,,,25.72493,105.945106,1.66405,0.39007,0.00728,0.10402,14.76706,8.77667,0.01578,,,,,,,,,36.156583,,,,,,18.586581,43.424661,,,,,,,,,0.2341,,,,,,,,,7.543181,,,,,,,,,,
2001134001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/14/2001 11:45,,90,,0.5,,0.5,1.12,21,,0.33,6.8,4.4,18.5,8,112,10.5,449,,8,7.08584,105.050703,0.56707,0.33716,0.00666,0.52671,5.64824,,,,,,,0.918793,,0.900123,0.075585,4.101027,,,,,,37.373833,57.937704,,,,,,,,0.083709,,,,,,,,,,3.659929,,,,,,,,,,
2001162001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/11/2001 12:00,,177,7.1,5,,0.5,0.8,9,,0.16,6.1,2.15,22.7,8.5,,,427,,4,1.70342,0.079225,0.15716,0.04322,0.06983,0.00352,0.10944,1.32025,,,,,,,,,,0.023589,,,,,,0.008251,0.046155,,,,,,,,,0.000024,,0.000004,,,,,,,0.001202,,,,,,,,,,
2001197001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/16/2001 12:00,,180,10.4,7,3,4,0.71,12,,0.06,6.1,2.2,26.9,7.3,,,760,,4,1.7389,23.217852,0.39425,0.67544,0.0233,,0.64591,,,,,,,,,0.770774,,,,,,,,,21.766479,,,,,,,,,0.253081,,,,,,,,,0.427518,,,,,,,,,,
2002140001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/20/2002 12:30,,172,3.7,3,0.5,2,0.88,27,2,0.06,5.2,5.1,16.3,8.4,120,11.7,461,,2,18.02993,85.939681,0.13229,0.25026,16.08444,0.33141,1.23153,,,,,,,0.060752,,1.124858,,23.808947,,,,,,22.74472,36.013463,,,,,,,,,0.449731,,,,,,,,,1.73721,,,,,,,,,,
2002168001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/17/2002 12:30,,174,7.5,3,3,0.5,0.69,,0.5,0.15,6,2.9,23.2,8.6,110,9.4,400,,1,26.43503,200.417087,0.52614,0.98224,0.13561,0.01366,24.69168,0.0857,,,,,,,,3.892065,,103.79091,,,,0.011228,,,72.277184,,,,,,,,,0.621758,,,,,,,,,18.953921,,,,0.713389,,,,,,0.156632
2002203001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/22/2002 0:00,,152,7.6,5,2,4,0.76,24,0.5,0.17,5.8,2.9,28.5,7.1,107,8.3,531,,6,39.48535,299.097312,0.15008,0.80482,6.89008,,30.83806,0.80231,,,,,,,,,,52.60684,,,,,,19.212183,224.142575,,,,,,,,,0.61573,,0.057749,,,,,,,2.462235,,,,,,,,,,
2003139001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/19/2003 11:10,,169,4.8,3,2,0.5,0.67,25,0.5,0.06,6.2,3.9,18.8,7.5,110,10.3,460,,3,1.9955,369.470431,0.5146,0.00945,0.01151,0.09211,0.76496,0.60287,,,,,,,,119.40503,,211.501592,,,,0.000726,,,10.600707,,,,,,,,,1.723354,,,,,,,,,26.01247,,,,0.226552,,,,,,
2003167001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/16/2003 0:00,,127,4,7,6,2,0.77,20,0.5,0.06,6,5.4,23,7.9,119,10.2,444,,1,12.58799,132.031201,0.17156,0.06414,2.18221,0.00983,10.16025,,,,,,,,,,,88.082721,,,,,,3.234632,34.45066,,,,,,,,,0.067451,,,,,,,,,5.913156,,,,0.282581,,,,,,
2003202001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/21/2003 0:00,,120,8.5,4,3,0.5,0.59,23,0.5,0.06,6.4,2.7,26.7,8.5,99,8,452,,4,11.20221,20.787668,0.08965,0.15369,0.016,0.39119,10.42821,0.07968,0.04379,,,,,,,,,10.111673,,,,,,,7.159488,,,,,,,,,1.104239,,,,,,,,,2.171335,,,,0.196116,,,,,,0.044817
2004138001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/17/2004 10:15,,182,11.3,12,7,5,0.85,49,0.5,0.06,6.2,0.65,17.1,8.5,100,9.6,484,,10,15.81816,311.935751,0.38852,0.52961,7.06695,0.03817,7.79491,,,,,,,,,14.561554,,201.563638,6.221515,,,0.000267,,49.73328,11.016975,,,,,,,,,8.041567,,,,,,,,,20.698346,,,,0.029543,,,,,,0.069066
2004166001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/14/2004 10:30,,181,7.8,,,,0.59,22,0.5,0.06,6.1,2.85,24.5,8.2,89,7.4,500,,3,184.41542,208.1235,0.11526,0.05485,0.01878,0.03586,183.87691,0.2604,0.05336,,,,,,,23.917581,,33.026382,24.862713,,,0.010558,,67.82357,44.845027,,,,,,,,,1.195931,,,,,,,,,9.516406,,,,2.851951,0.073381,,,,,
2004201001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/19/2004 10:00,,206,7.1,2,2,0.5,0.61,18,0.5,0.06,6,3.5,26.5,8,111,9,480,,3,24.50734,167.340055,0.22438,0.33509,0.00492,0.00451,23.8362,0.07562,0.02662,,,,,,,19.19821,,26.961092,20.096342,,,0.005435,,53.874017,38.1686,,,,,,,,,0.383634,,,,,,,,,6.47474,,,,2.124713,0.053272,,,,,
2005143001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/23/2005 9:30,,190,8,6,4,2,0.72,20,0.5,0.06,6.1,2.35,18.3,8.2,110,10.3,474,,8,120.81951,103.627593,0.1351,1.32313,4.46542,0.24864,114.49626,,0.15096,,,,,3.339976,,6.471835,,21.31249,6.001763,,,0.002595,,8.824625,51.26503,,,,,,,,0.027454,0.201816,,,,,,,,,5.818376,,,,0.200186,0.161447,,,,,
2005171006,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/20/2005 9:30,,191,5.5,5,3,2,0.81,26,0.5,0.06,6.2,2.55,24.5,8.7,108,9,468,,2,1009.50123,156.340777,4.87759,0.5122,0.24449,0.29339,1002.04671,1.52685,,,,,,,,,,18.032446,,,,,,2.86875,90.123897,,,,,,,,0.161881,0.309289,,,,,,,,,44.617729,,,,,0.226785,,,,,
2005209001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/28/2005 7:45,,181,30.5,7,7,0.5,0.78,28,0.5,0.16,5.8,1.4,26.4,8.1,94,7.5,531,,7,15.42284,14.489104,2.16917,0.09009,0.80193,0.30072,11.48261,,0.57832,,,,,,,,,10.983226,,,,,,0.912163,,,,,,,,,,0.152148,,,,,,,,,2.312858,,,,0.092089,,,,,,0.03662
2006159001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,6/8/2006 12:15,,198,9.8,4,3,0.5,0.77,25,0.5,0.06,,2.8,24.6,8.7,122,10.1,487,,4,87.45631,311.582208,,0.00611,,0.04156,87.40864,,,,,,,44.447131,,,,63.26415,,,,,,,199.333675,,,,,,,,,0.3379,,0.069336,,,,,,,4.130016,,,,,,,,,,
2006170001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/19/2006 9:30,,197,2.5,12,9,3,0.84,23,,0.06,5.6,1.15,23.9,8.3,112,9.5,481,,7,769.811,81.511941,0.2735,0.19352,0.01646,0.04476,769.03263,0.25013,,,,,,,,3.132958,,24.395241,,,,0.029318,,1.294328,41.838998,,,,,,,,,0.742351,,0.026434,,,,,,,9.716707,,,,0.335606,,,,,,
2006205001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/24/2006 9:52,,176,5.7,3,3,0.5,0.84,20,0.5,0.19,5.2,2.2,26.5,7.9,96,7.7,517,,,247.40941,81.448634,0.6709,0.62291,,0.05748,245.83898,0.21914,,,,,,,,,0.00816,13.882834,,,,,,0.222078,65.416994,,,,,,,,,0.029362,,,,,,,,,1.857692,,,,0.018368,0.013146,,,,,
2007141001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/21/2007 9:40,,203,2.5,2,,,6.91,226,,5.08,6.4,3.45,20.5,8,94,8.4,475,,3,10.54085,169.859348,2.78858,6.17627,0.10075,0.1943,1.28095,,,,,,0.03069,24.912258,,11.867952,,14.554402,,,,,,22.828079,91.53927,,,,,,,,,0.28215,,0.01534,,,,,,,3.721009,,,,0.108198,,,,,,
2007169001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/18/2007 9:58,,209,7.1,2,3,2,0.69,23,2.5,0.29,5.9,4.65,25.2,7.7,86,7.1,497,,6,111.44067,150.093747,1.19626,1.11362,,0.04237,109.08842,,,,,,0.066373,0.026177,,,,13.681665,,,,,,,131.250279,,,,,,,,,0.539278,,,,,,,,,3.568729,,,,0.416412,0.467309,,,,,0.077525
2007207016,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,7/26/2007 8:30,,196,6.3,6,3,2,0.69,16,2.5,0.29,5.4,1.65,27.8,8.4,94,7.4,492,,3,33.10646,14.193862,0.80302,0.01662,,,32.28682,,,,,,,,,,0.027187,,,,,,,2.887927,,,,,,,,,,0.149847,,,,,,,,,9.477112,,,,1.651789,,,,,,
2009152001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,6/1/2009 11:16,,288,3,2.5,4,2,0.375,16.3,4.5,0.25,5.5,4.7,20.5,8.4,99.9,9,520,,2.4,14.67683,173.737128,0.18243,0.14643,0.16718,0.19044,13.99035,,,,,,,,,3.089957,,56.17461,,,,,,4.79508,106.470034,,,,,,,,,0.088001,,,,,,,,,3.119446,,,,,,,,,,
2009187035,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,7/6/2009 9:47,,210,3,5.2,4,2,0.8,24.8,4.5,0.25,5.7,2.4,24,8.5,141.9,11.9,480,,2.2,87.16733,298.92627,0.46173,0.936,0.0585,0.2925,78.02042,5.40917,1.98901,,,,2.431581,,,,0.242836,64.045558,,,,,,25.827082,198.285848,,,,,,,,,0.712362,,,,,,,,,7.339178,,,,0.041825,,,,,,
2009215035,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,8/3/2009 11:45,,202,3,2.5,4,2,0.375,24.4,4.5,0.25,5.9,3.7,24.5,8.4,88.8,7.4,460,,1.3,16.30516,392.80257,3.39212,0.03912,0.05085,0.37847,12.26269,,0.18191,,,,0.57872,,,93.913421,13.525134,31.041858,21.186555,,,,,15.759817,213.310108,,,,,,,,,0.013627,,,,,,,,,3.13949,,,,0.33384,,,,,,
2010137001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/17/2010 16:38,,216,3,2.5,4.5,2,,14.6,4,,6.2,5.1,15.5,8.1,101,10.1,570,,0.7,63.13980405,198.95,0.123634963,1.683617463,0.01778117,0.165957584,60.63112152,0.441010053,0.076681294,,,,0.176,67.397,,,,88.778,,,,,,8.511,26.988,,,,,,,,,0.046,,,,,,,,,7.054,,,,,,,,,,
2010187001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,7/6/2010 14:27,,197,6,2.5,4.5,2,0.25,52.9,4,0.25,5.4,2.4,26.6,8.1,96.6,7.8,480,,1.3,8.122855457,34.31207786,0.654177611,1.472698847,1.220054208,0.25606076,4.319032063,,0.200831968,,,,0.018193093,,,,,20.14613487,,,,0.005439294,,,4.738747512,,,,,0.031694777,,,,0.974094807,,,,,,,,,7.214617815,,,,0.319647132,,,,,0.863508556,
2010228012,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,8/16/2010 14:42,,188,7,2.5,4.5,2,1.04,27,4,0.25,5.9,2.5,28.4,7.8,84.5,6.6,480,,2.6,13.4456972,79.01076064,2.287757079,0.47463616,0.82384795,0.538841092,9.302801987,,0.017812929,,,,0.138979783,0.701424374,,,,7.276490566,,,,,,2.619184615,66.10685832,,,,,,,,,0.185850802,,,,,,,,,1.280486638,,,,0.360810457,0.265567446,,,,,0.075107636
2011137001,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/17/2011 7:24,,227,3,3,4,2.5,0.59,19.5,5.5,0.2,5.9,5,16,8.3,94.6,9.3,490,0.3,0.9,2.324706789,50.99451808,0.017437294,0.150292865,0.015499817,0.214783174,1.926693639,,,,,,,,,,,2.124955116,,3.5045625,,,,12.12191168,28.19352165,,,,,,,,,0.227646891,,,,,,,,,4.82192024,,,,,,,,,,
2011179001,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/28/2011 7:00,,213,11,3,4,2.5,0.25,18.9,5.5,0.2,5.9,1.7,21.7,8.1,80.4,7,480,0.3,4.6,14.86458153,93.77329581,,0.112465939,0.399878895,0.024992431,14.32724426,,,,,,,0.493248697,,,,14.04656851,,,,,,11.80147668,54.11139486,,,,,,,,,1.785292298,,,,,,,,,11.12166645,,,,0.413648311,,,,,,
2011229001,3,3,(003) Arrowhead Lake (Sac) (Sac ) ,8/17/2011 10:18,,209,7,3,4,2.5,2.49,22,5.5,0.2,5.6,2.7,26,8.2,84.3,6.8,480,0.3,3,5.898008171,237.2881039,0.302458128,,,0.119489631,5.476060412,,,,,,,,,,,33.61916323,,,,,,14.96647702,181.7230121,,,,,,,,,0.219633952,,,,,,,,,6.759817595,,,,,,,,,,
2012138022,3,1,(003) Arrowhead Lake (Sac) (Sac ) ,5/17/2012 9:28,,181,9,8.7,7.3,1,0.82,20.2,5,0.03,5.3,1.7,18.8,8.2,93.1,8.6,310,0.5,14.2,223.115485,149.212091,0.225473954,6.48564809,2.215182705,0.605784658,213.5833956,,,,,,,3.603787423,,,,83.69037465,,,,0.535781925,,4.144165919,37.01393878,,,,,,,,,0.096367623,,,,,,,,,19.05474641,,,,0.054849088,1.018079179,,,,,
2012180019,3,2,(003) Arrowhead Lake (Sac) (Sac ) ,6/28/2012 15:29,,201,8,5.4,4.4,1,0.86,26.9,5,0.03,4.9,1.5,26.5,8.3,116.1,9.3,290,0.4,4.2,15.16979943,18.7653434,3.563520121,0.434607873,0.075384751,0.039729801,9.971344721,0.842475525,0.242736634,,,,0.004915107,,,,,,,,,,,13.23133782,2.940473497,,,,,,,,,0.103816309,,,,,,,,,2.272966172,,,,0.191900316,0.019934183,,,,,
